charger_id;charger_plug_count;charger_plug_power;charger_x;charger_y
401301237;2;22;4459556.154945979;5340375.74718468
1475946405;2;22;4475137.253091685;5327848.847375654
2409259910;2;22;4472543.627943216;5329481.16493272
2413225221;2;22;4464951.252350251;5336102.190089563
2415163823;2;22;4463547.217837999;5338243.591675142
2590211683;2;22;4463245.138992346;5329246.227523135
2610743040;2;22;4471776.297189863;5335611.227151294
2787301365;2;22;4470067.394953714;5336635.082671948
3112416816;2;22;4459999.0406530285;5334143.216607149
3303767959;2;22;4468346.740037361;5332129.240428629
3639585533;2;22;4473832.995760248;5331259.4853394795
4249905486;2;22;4456970.189953022;5336004.444120375
4249905487;2;22;4471765.768858523;5335578.0449370975
4251105854;2;22;4465265.514419405;5330903.408872098
4775254568;2;22;4472346.76681186;5333517.123326284
4890326221;2;22;4472455.433869898;5331197.567957486
4929109732;2;22;4470820.964483515;5335087.646473592
4939033442;2;22;4472072.368881472;5335491.642347565
4939033539;2;22;4469164.175297221;5334956.971534412
4955396902;2;22;4473431.958471958;5333984.923994001
5081516594;2;22;4474913.756447929;5331082.073891268
5113266379;2;22;4467858.749095946;5332911.327535326
5113266380;2;22;4474809.064892968;5335036.329745586
5137045765;2;22;4464890.232191543;5339727.984752939
5137051052;2;22;4470836.291998376;5333947.7344424175
5137051056;2;22;4464001.411936724;5335991.889582184
5176528213;2;22;4464407.235668655;5338099.401760863
5176529131;2;22;4476665.857949914;5330373.192846777
5176529136;2;22;4473382.445273339;5334545.385895342
5176529262;2;22;4470552.742451017;5332902.919420724
5176535632;2;22;4466493.718391943;5331898.677728282
5176535633;2;22;4474103.311202622;5336051.152328711
5176771605;2;22;4468833.526463619;5332223.243705352
5179566337;2;22;4459723.428507776;5339835.939458167
5179568441;2;22;4460080.355170929;5333507.575082206
5179568541;2;22;4467352.105875048;5328457.840782231
5179568545;2;22;4468657.065742527;5336548.524226168
5179568546;2;22;4473716.317884782;5331893.554530451
5179568803;2;22;4459744.306135736;5333488.564101123
5179569145;2;22;4468094.102004149;5331174.051595725
5179569146;2;22;4457068.253055012;5335433.181979445
5182601543;2;22;4469460.925221559;5338449.488044887
5182601544;2;22;4464105.197326219;5330195.077180045
5196580623;2;22;4467285.281677445;5333573.988309082
5196580624;2;22;4473504.244998466;5331643.218540162
5201752312;2;22;4465744.432608287;5328946.916983911
5201754295;2;22;4469315.276943284;5333175.392255086
5207346420;2;22;4476994.963275669;5331025.364165925
5207350624;2;22;4476909.546668763;5330368.087051311
5230458361;2;22;4468059.789537141;5332040.411298276
5285375275;2;22;4461301.866269261;5337032.792518712
5289269868;2;22;4464666.002032632;5330421.2933768
5289272122;2;22;4464911.696798518;5335928.967079102
5289276712;2;22;4467885.03757211;5339079.820392838
5289276713;2;22;4469498.2376917815;5328575.448778933
5289287716;2;22;4474442.300804287;5341116.804126216
5289287717;2;22;4472616.526502885;5329148.486614241
5300000948;2;22;4459882.455196821;5336691.904336483
5300000949;2;22;4474824.040965526;5327520.995213656
5300000958;2;22;4477795.813683553;5330639.907039703
5300000959;2;22;4469897.631881721;5338684.673906478
5376361251;2;22;4465425.696898889;5341193.052284214
5376361252;2;22;4474197.4316694075;5336036.406447022
5394122125;2;22;4470278.885339553;5340651.903037976
5394122126;2;22;4457458.130309216;5338734.403500097
5415037934;2;22;4470587.273793467;5340447.754155202
5420135702;2;22;4471019.016252866;5334789.5405902695
5420135703;2;22;4460531.60167476;5341609.877939389
5437309048;2;22;4465468.128939499;5333405.872579008
5437494228;2;22;4457255.623841289;5337482.385985487
5437506965;2;22;4461540.962096108;5341439.71382635
5462938400;2;22;4470007.717088788;5327276.497695126
5516038929;2;22;4476732.416236376;5332573.5256818645
5516038930;2;22;4469223.622288538;5336250.976877057
5516038935;2;22;4462605.6531362515;5338356.818828109
5516038936;2;22;4471067.750641473;5328275.211503572
5519285725;2;22;4474186.536431086;5328470.987807526
5519285726;2;22;4468238.3132602265;5333297.037195942
5519285731;2;22;4472358.900021575;5330267.4911119295
5519285732;2;22;4462878.730238762;5329047.508576153
5519285737;2;22;4463407.461101716;5331995.559095921
5519285738;2;22;4461943.863262837;5327032.953675501
5539187643;2;22;4468227.162939788;5329338.814939747
5600000621;2;22;4469043.927938872;5329532.9828906525
5602488703;2;22;4471768.55757918;5330696.963695187
5602488704;2;22;4469999.887128054;5337100.317405302
5602488705;2;22;4460692.590699141;5334656.39149477
5604952041;2;22;4472650.352303733;5339652.913001582
5604952042;2;22;4463194.188121127;5337329.752476811
5633472336;2;22;4469263.928192043;5335327.475253285
5650490768;2;22;4469960.540686695;5332480.96361348
5650490769;2;22;4459505.62802183;5338390.355227444
5682184838;2;22;4465667.252912034;5333197.934863368
5682184839;2;22;4464443.658815694;5329902.836922466
5682184840;2;22;4468865.909289256;5336928.8298819605
5702939920;2;22;4464826.8889800375;5338316.192489008
5711527034;2;22;4468742.73699864;5339908.306021937
5732432422;2;22;4457741.663365915;5332488.683395836
5734443375;2;22;4469256.875372287;5330641.048128499
5734443376;2;22;4462544.285856942;5331995.478113151
5787436056;2;22;4468394.968398268;5331187.648853671
5837016109;2;22;4462781.828995469;5334067.826127995
5837017598;2;22;4467708.041987286;5340455.448874547
5837021436;2;22;4465342.771978431;5329932.615948589
5837026632;2;22;4460000.576373379;5333949.78257548
5837030938;2;22;4467217.944857953;5334817.141604423
5837066883;2;22;4473451.020193052;5335415.982821088
5837075592;2;22;4463396.151368116;5340367.747531826
5837082775;2;22;4476026.556831016;5327085.663373194
5837085752;2;22;4474674.027474792;5329770.947466368
5838803896;2;22;4459715.358296535;5335142.050323404
5838805033;2;22;4464946.693873414;5336664.185114641
5838814097;2;22;4470330.963226714;5332319.189093739
5838817667;2;22;4465429.522036387;5333660.47819152
5838825161;2;22;4471585.3115501795;5339091.384181921
5838828694;2;22;4461132.177904332;5335081.669452125
5838841839;2;22;4464101.018047659;5328449.055365025
5839062168;2;22;4463437.944961924;5327642.621537741
5874149229;2;22;4475856.035651462;5330907.528366263
5881968560;2;22;4471120.503813276;5333761.183874425
5903216875;2;22;4476414.283467078;5338256.244079983
5927464105;2;22;4461371.8008582955;5330334.041836551
5927464106;2;22;4463835.142456974;5332710.726648336
5944816274;2;22;4465838.933442434;5330360.2762333695
5944816275;2;22;4467130.573234686;5341773.437509849
5998868022;2;22;4462335.861997281;5338484.891624084
5998868023;2;22;4469656.684617218;5329814.157019155
6005498085;2;22;4473104.577779943;5335471.2381917145
6023382544;2;22;4470302.855620783;5330031.612161047
6023382545;2;22;4471298.199251207;5331773.573370073
6050011231;2;22;4466297.610353736;5333966.455024144
6074672867;2;22;4467726.6109228125;5340836.9608968645
6074672872;2;22;4468853.228205648;5329924.105988242
6096954798;2;22;4471530.205772471;5331505.766216674
6105143015;2;22;4464337.31815721;5330079.805892766
6105143016;2;22;4472795.298598367;5335609.721364058
6105144294;2;22;4470133.867000345;5327684.210091347
6105144295;2;22;4466707.619505968;5327633.821761202
6106232007;2;22;4466269.662337993;5327014.234632314
6106232008;2;22;4475477.639914092;5329341.451165786
6106831281;2;22;4459764.0357706705;5340453.752365967
6106831282;2;22;4465346.930749549;5338714.18240473
6106831283;2;22;4460698.8741833465;5335160.436597045
6113585891;2;22;4464034.295015175;5330223.904787003
6120611643;2;22;4461911.628079434;5336767.138275984
6120612471;2;22;4462485.753412015;5326802.663527491
6139650015;2;22;4463752.060179227;5332824.649391766
6152282384;2;22;4467420.277407376;5338556.905632147
6154360838;2;22;4458221.115540118;5337564.936232648
6177260076;2;22;4474464.678804767;5338117.52765621
6177260077;2;22;4463784.207930217;5336666.950716165
6177260886;2;22;4469150.318901661;5337159.855446983
6177260887;2;22;4470127.364084519;5335018.328623276
6186235886;2;22;4474026.575143501;5330237.168278671
6255598741;2;22;4465625.0325731365;5334978.447354389
6363510858;2;22;4471125.4594757;5340586.0512798205
6363510859;2;22;4460658.628440994;5336704.89453229
6363510864;2;22;4458690.6607405115;5333429.3268704815
6363510869;2;22;4468076.477625101;5329081.994330126
6363510870;2;22;4459407.233034154;5334557.899826891
6365989232;2;22;4457341.673826815;5335678.846850785
6368952461;2;22;4464872.5706264395;5338503.364686832
6379029248;2;22;4457619.931519141;5335671.198326531
6379029249;2;22;4467118.516095511;5328160.266748241
6379571825;2;22;4469494.861997554;5328575.281269878
6386823736;2;22;4468423.276709764;5340575.262901022
6386823737;2;22;4471778.949838885;5331669.032813577
6387618536;2;22;4466714.413267176;5334261.5214977795
6387618549;2;22;4468036.837500021;5329090.058537641
6391831147;2;22;4466484.875752046;5327634.296326263
6391831148;2;22;4472087.551708725;5335486.622504096
6407379015;2;22;4467137.761112036;5328373.380495625
6407379016;2;22;4463133.656507778;5337211.075516218
6424054330;2;22;4474376.394766374;5334625.195887016
6424054331;2;22;4458599.767035886;5337588.228265833
6430629134;2;22;4468363.550626327;5340762.25069523
6430629135;2;22;4473454.3353997385;5328417.014893325
6433211401;2;22;4470284.101156985;5329352.817415389
6433211404;2;22;4462145.267780262;5327773.608260803
6450759295;2;22;4467726.635004458;5333237.3686220795
6450759296;2;22;4457334.961650177;5334457.358911118
6450759299;2;22;4476859.774128587;5333761.259261491
6453106326;2;22;4461462.379794834;5330841.0505635645
6453106327;2;22;4461716.570967545;5336805.77222051
6459624720;2;22;4472452.218429955;5329116.87217919
6459624721;2;22;4467860.208314727;5333228.852690578
6472406331;2;22;4468347.64418676;5332932.73419426
6472406332;2;22;4475047.669063489;5331104.57455278
6478687709;2;22;4468272.000055551;5335295.044372178
6480560317;2;22;4468844.41506531;5329289.555826245
6480560318;2;22;4468189.887228901;5328191.136530877
6484391380;2;22;4468208.986632198;5333081.956655645
6484391381;2;22;4460985.33710994;5337961.774598022
6484391486;2;22;4473657.28559079;5329006.987432884
6484391487;2;22;4465312.888724514;5341694.982549432
6492454131;2;22;4463407.699742417;5334662.519046936
6492454132;2;22;4472347.308379795;5330422.759030336
6492454137;2;22;4462031.629458391;5333062.510109171
6492454142;2;22;4457794.107569391;5334639.241859372
6497285805;2;22;4469468.440225009;5328935.517675335
6497285806;2;22;4457950.573206147;5335030.421341254
6499522852;2;22;4462748.640659811;5330848.4917857405
6501442689;2;22;4461490.596518547;5336711.6983425645
6501442690;2;22;4471205.245244299;5328038.784695722
6506737354;2;22;4466648.792903382;5327031.757414511
6514806701;2;22;4465634.091449741;5329131.882433199
6514806702;2;22;4462966.865432805;5338794.042103477
6515976254;2;22;4468401.580578912;5329680.562229155
6515976255;2;22;4458180.75479538;5335300.314840773
6518632684;2;22;4478002.507536855;5332434.970001733
6518670985;2;22;4474832.427777281;5333108.5197433485
6518670986;2;22;4470892.748628573;5333524.540643983
6518670987;2;22;4463752.284280931;5335667.344303219
6519022742;2;22;4476027.239932734;5329959.997265341
6519022747;2;22;4468071.278567821;5335986.899032502
6542633850;2;22;4477627.244034506;5330321.943903527
6542671784;2;22;4475250.683948009;5329891.169988299
6542672214;2;22;4463930.13367038;5335982.540191396
6542719331;2;22;4465053.222715982;5336468.826007564
6542719332;2;22;4473314.159299225;5334287.163118497
6542719333;2;22;4459241.761167618;5339743.125209164
6542719334;2;22;4467845.319809834;5338959.278701031
6542730741;2;22;4462124.644012828;5332827.948503507
6542730742;2;22;4467618.724326471;5335099.083935867
6542774637;2;22;4473355.291961564;5334511.188066959
6542774638;2;22;4471468.820788353;5332114.546976165
6542781900;2;22;4468752.009037303;5336992.599191948
6542781901;2;22;4473416.86944681;5335299.91825966
6542782095;2;22;4457766.456447498;5332711.700220513
6542789733;2;22;4468485.036505598;5328698.261298965
6542789734;2;22;4466501.302560717;5330675.295356938
6542810177;2;22;4477214.103788604;5330970.450753955
6542810178;2;22;4471475.272252148;5336133.5586136235
6542820536;2;22;4465324.704790278;5330192.026385251
6542853685;2;22;4472514.633202338;5336146.887729839
6542853686;2;22;4466004.464951188;5333614.046293242
6542863173;2;22;4474804.906876155;5333705.399247602
6542863174;2;22;4469520.930336411;5333341.753483418
6542863175;2;22;4466047.164861488;5335895.732398116
6542863176;2;22;4459324.56275839;5335737.594386421
6546752925;2;22;4468851.218982202;5328789.221730241
6546752926;2;22;4463277.325446622;5330963.9644291345
6546752927;2;22;4468665.355141283;5336614.401587013
6546752928;2;22;4470738.855532151;5337949.654433988
6552484561;2;22;4462028.873716339;5333788.897335706
6552484562;2;22;4471199.737340406;5331165.0596111035
6552484563;2;22;4463117.763958859;5338917.729487095
6552484564;2;22;4462104.604679347;5331058.185470604
6552484565;2;22;4469791.928717946;5331794.605123243
6552484566;2;22;4466449.941164153;5329653.033954276
6552484567;2;22;4457246.100563482;5333634.788454361
6552484568;2;22;4463478.124162838;5333245.485294353
6552484569;2;22;4468873.6569265695;5331049.9891706295
6552484570;2;22;4462976.283332813;5331516.6351061
6552713433;2;22;4477553.826541346;5330774.31047803
6552713434;2;22;4464695.294206112;5328336.045611474
6553038317;2;22;4470041.649028563;5334973.603536106
6553038318;2;22;4463235.010626647;5338583.270357156
6553038319;2;22;4465585.512593467;5339149.732315856
6553038320;2;22;4470498.056835056;5334674.032135814
6553038321;2;22;4471454.366776943;5334240.574829357
6553038322;2;22;4464033.575200123;5332423.570604047
6553060775;2;22;4476537.320109624;5331198.581031492
6553081917;2;22;4461632.99789615;5337933.518759926
6553081918;2;22;4468082.321325139;5330837.37814241
6553084893;2;22;4475841.386190742;5327514.762597688
6553084894;2;22;4462103.575767348;5330414.894661782
6553084895;2;22;4461738.031611536;5329917.234990338
6553084896;2;22;4474355.619295477;5330945.70458434
6553084897;2;22;4461522.616301314;5330977.472674178
6553084898;2;22;4464975.446262565;5334511.415817916
6553095966;2;22;4464975.419054542;5335479.962402503
6553095967;2;22;4475115.06400883;5330698.108547943
6553095968;2;22;4468321.019805298;5337770.015161128
6553095969;2;22;4471235.513979182;5330001.675689084
6553129652;2;22;4469145.944529928;5329034.458291831
6553129653;2;22;4460813.823622412;5335239.260102602
6553165977;2;22;4466402.412999067;5334369.758391582
6553165978;2;22;4461748.969442141;5336917.438397456
6553165979;2;22;4465868.240407092;5340424.95060058
6553168848;2;22;4469318.6090713525;5333016.370691314
6553168849;2;22;4463394.10360191;5338947.360956799
6553168850;2;22;4473374.348693976;5331016.427369524
6553168851;2;22;4468233.096898022;5328077.061478863
6553168852;2;22;4463632.096488649;5333773.137085843
6553168853;2;22;4463321.311606061;5331097.19384406
6553168854;2;22;4462221.856304694;5333459.891463417
6553168855;2;22;4469458.503192898;5340113.30319995
6553168856;2;22;4456979.181312021;5334291.4620162975
6553168857;2;22;4461702.360289645;5341862.6660879515
6553168858;2;22;4469375.476997433;5331786.060881637
6553168859;2;22;4461425.035689885;5330979.7377166655
6553203606;2;22;4465782.15831154;5332296.179973373
6553203607;2;22;4474112.165337945;5337012.538664323
6553203608;2;22;4468408.713486701;5328669.828079506
6553203609;2;22;4456874.53545868;5335019.972323855
6553242225;2;22;4462877.566269933;5330565.189116228
6553242226;2;22;4466209.829031621;5330505.9706552075
6553242227;2;22;4471227.2910526255;5330150.587865682
6553242355;2;22;4474891.860648019;5330202.901042974
6553282993;2;22;4464182.70080885;5329893.792679563
6553282994;2;22;4459563.597339555;5340865.53468427
6553282995;2;22;4459579.800881472;5334125.690989315
6553282996;2;22;4460268.663462817;5335699.848947337
6553282997;2;22;4458173.820043782;5336474.139565542
6553282998;2;22;4459786.133678231;5334649.324016933
6553300111;2;22;4469001.1171116205;5333250.220077259
6553300112;2;22;4465097.049663791;5331435.116469775
6553300113;2;22;4474783.719371259;5330914.217161348
6553300114;2;22;4464602.789087314;5334926.80700104
6553300115;2;22;4468335.040037491;5337763.600427478
6553300116;2;22;4467776.777541062;5339715.52651027
6553314418;2;22;4472600.067557678;5329311.523478258
6553314419;2;22;4463412.616505843;5333970.017633148
6553317814;2;22;4470207.532457596;5330577.79276007
6553317815;2;22;4474685.868680576;5329276.365393134
6553317816;2;22;4469515.428418439;5333546.541308813
6553317817;2;22;4465512.322889097;5339788.19823264
6553317818;2;22;4466387.609297882;5329762.584980785
6553317819;2;22;4473574.392761028;5334586.547751514
6553317820;2;22;4462312.608527998;5338509.5773076
6553317821;2;22;4473992.2669115495;5329877.2641030345
6553317822;2;22;4471868.062999014;5335444.207980494
6553354588;2;22;4465362.431295887;5336514.733120935
6553354589;2;22;4467403.547254854;5338561.152435812
6553354590;2;22;4475740.7851788;5331096.167350357
6553354591;2;22;4475838.265201047;5330782.302812318
6553354592;2;22;4459923.34969007;5334800.00275531
6553354593;2;22;4462557.247192959;5330911.0777392555
6553354594;2;22;4472257.585218224;5329247.54309144
6553380742;2;22;4477983.992260577;5332848.731925272
6553380743;2;22;4462566.063766034;5333431.9980555605
6553380744;2;22;4463471.945640993;5333037.024709106
6553380745;2;22;4473915.1479634;5328669.614573532
6553380746;2;22;4463172.763805228;5334783.964223255
6553380747;2;22;4473996.902108267;5327178.73020561
6553395142;2;22;4474450.797590998;5334742.709184141
6553395143;2;22;4477539.502091736;5339393.701310994
6553395144;2;22;4465005.89644403;5338096.302603843
6553395145;2;22;4473008.603882134;5337458.638839403
6553395146;2;22;4471008.416540075;5328239.0479002595
6553395147;2;22;4470233.469282117;5340495.389062785
6553395148;2;22;4463305.131294243;5333980.8917985335
6553397514;2;22;4469320.256208069;5336797.682185569
6553397515;2;22;4465142.297473326;5336033.625153702
6553397516;2;22;4475176.331329545;5327030.070103293
6553397517;2;22;4461948.01119774;5336728.821027976
6553397518;2;22;4457548.635898577;5333585.327704129
6553397519;2;22;4463713.297110535;5332304.614313257
6553397520;2;22;4469140.15019878;5340812.808850799
6553413346;2;22;4464813.215828191;5330858.112260449
6553413347;2;22;4467144.19634185;5336021.820906934
6553413348;2;22;4460251.607824512;5338775.164545205
6553413349;2;22;4456376.28129006;5333610.609793168
6553429948;2;22;4468651.190620622;5329810.745697786
6553430891;2;22;4471611.185599086;5333363.137694792
6553430892;2;22;4475839.272530325;5327394.391591822
6554117604;2;22;4471265.086182375;5340770.420387856
6554908246;2;22;4459142.370023114;5332045.721996074
6554908247;2;22;4464452.468818503;5328495.175937059
6554908248;2;22;4474660.566595199;5334688.243915113
6554910814;2;22;4467597.338704141;5335834.119044266
6554910815;2;22;4461919.469730277;5336602.498412157
6554910816;2;22;4469070.479337895;5333762.315122727
6554922534;2;22;4470552.066775257;5336906.42273124
6554993909;2;22;4470728.711976141;5333599.856063572
6554993910;2;22;4462422.879781567;5326981.926567857
6555019937;2;22;4461031.533522858;5335717.75836146
6555019938;2;22;4461418.111116459;5338363.80648641
6555033432;2;22;4460253.669814942;5336528.265295794
6555033433;2;22;4459037.009163492;5338435.636194344
6555033434;2;22;4465984.754540828;5329534.533054193
6555033435;2;22;4469625.986353818;5336173.246062465
6651457674;2;22;4474026.6782848155;5330175.703263208
6651457675;2;22;4472571.263061754;5329137.685345683
6736483360;2;22;4461772.681524012;5338338.934238731
6736483361;2;22;4472177.010607249;5340100.212382244
6816987633;2;22;4457719.9553195415;5330506.511181102
6856012400;2;22;4469703.341303552;5337847.36958293
6897899987;2;22;4464425.556239147;5332075.556722713
6902973771;2;22;4465071.520070221;5333261.104180115
6902973772;2;22;4470011.752477081;5327281.4312863825
6943224279;2;22;4465766.726704195;5328619.325316389
6943224280;2;22;4468431.182769477;5336588.216214303
6966792025;2;22;4473084.247999202;5333725.975608842
6966792026;2;22;4470179.71647503;5328312.890020302
